大手企業,（紹介予定）雇用形態備考,1日7時間以下勤務OK,期間・時間　勤務時間,派遣形態,正社員登用あり,残業月20時間未満,勤務地　備考,仕事の仕方,未経験OK
0,,0,9:30〜18:00　<BR>※残業は月２０時間程度と少なめです。<BR>※休憩は６０分です。,0,0,1,東京都渋谷区,2,1
0,,0,9:30〜18:00　<BR>※残業は月２０時間程度と少なめです。<BR>※休憩は６０分です。,0,0,1,東京都渋谷区,2,1
0,,0,8:50〜17:20　<BR>※残業は月２０時間程度と少なめです。<BR>※休憩は４５分です。,0,0,1,東京都千代田区,1,1
0,,0,9:30〜18:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都品川区,4,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,2,1
1,,0,9:00〜17:15　<BR>※残業はほとんどありません。<BR>※休憩は交替制で６０分です。,0,0,0,東京都新宿区,5,1
1,,0,9:00〜17:15　<BR>※残業はほとんどありません。<BR>※休憩は交替制で６０分です。,0,0,0,東京都新宿区,5,1
0,,0,9:30〜18:30　<BR>※休憩は６０分。<BR>※９：３０〜１６：３０の勤務も相談可能です。,0,0,1,東京都千代田区,1,1
0,,0,9:30〜18:30　<BR>※休憩は６０分。<BR>※９：３０〜１６：３０の勤務も相談可能です。,0,0,1,東京都千代田区,1,1
0,,0,9:00〜18:00　<BR>※残業は月２０時間程度と少なめです。<BR>※休憩は６０分です。,0,0,1,東京都江東区,5,1
0,,0,9:00〜18:00　<BR>※残業は月２０時間程度と少なめです。<BR>※休憩は６０分です。,0,0,1,東京都江東区,5,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０です。,0,0,0,東京都千代田区,1,1
0,,0,8:45〜17:30　<BR>※残業は月１０〜２０時間程度と少なめ。繁忙期有。休憩６０分。,0,0,1,東京都新宿区,5,1
0,,1,9:00〜17:00　<BR>※残業は月１０〜２０時間程度と少なめ。<BR>※休憩は６０分です。,0,0,1,東京都千代田区,2,1
0,,1,9:00〜17:00　<BR>※残業は月１０〜２０時間程度と少なめ。<BR>※休憩は６０分です。,0,0,1,東京都千代田区,2,1
0,,0,9:00〜17:15　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都台東区,5,1
0,,0,9:00〜17:15　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都台東区,5,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都港区,3,1
1,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都中央区,3,1
0,,1,11:00〜17:00　<BR>※休憩は６０分。<BR>※１１時〜１９時の間で実働５時間〜で相談可。,0,0,0,東京都品川区,2,0
0,,1,11:00〜17:00　<BR>※休憩は６０分。<BR>※１１時〜１９時の間で実働５時間〜で相談可。,0,0,0,東京都品川区,2,0
0,,1,11:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都千代田区,3,0
0,,1,11:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都千代田区,3,0
1,,0,9:00〜17:15　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都港区,1,1
0,,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は計９０分です。,0,0,0,東京都西多摩郡瑞穂町,1,1
0,,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は計９０分です。,0,0,0,東京都西多摩郡瑞穂町,1,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都目黒区,5,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都目黒区,5,1
1,,1,9:00〜17:00　<BR>※残業は月２０時間程度と少なめです。<BR>※休憩は６０分です。,0,0,1,東京都立川市,4,0
1,,1,9:00〜17:00　<BR>※残業は月２０時間程度と少なめです。<BR>※休憩は６０分です。,0,0,1,東京都立川市,4,0
0,,1,10:00〜17:00　<BR>※休憩は６０分です。９時半〜１８時の勤務も相談可能です。,0,0,0,東京都中央区,3,0
0,,1,10:00〜17:00　<BR>※休憩は６０分です。９時半〜１８時の勤務も相談可能です。,0,0,0,東京都中央区,3,0
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩６０分です。,0,0,0,東京都千代田区,1,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩６０分です。,0,0,0,東京都千代田区,1,1
0,,0,9:30〜18:15　<BR>※残業はほとんどありません。繁忙期あり。<BR>※休憩は６０分です。,0,0,0,東京都江東区,5,1
0,,0,9:30〜18:15　<BR>※残業はほとんどありません。繁忙期あり。<BR>※休憩は６０分です。,0,0,0,東京都江東区,5,1
0,,0,9:00〜17:15　<BR>※残業はほとんどありません。<BR>※休憩は４５分です。,0,0,0,東京都千代田区,3,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都江東区,1,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都江東区,1,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都千代田区,3,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都千代田区,3,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都台東区,4,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都台東区,4,1
0,,0,9:15〜18:15　<BR>※残業は月１０〜２０時間程度と少なめ。<BR>※休憩は６０分です。,0,0,1,東京都台東区,3,1
1,,0,10:00〜19:00　<BR>※休憩６０分。<BR>※１日４Ｈ以上で就業時間の相談可能です。,0,0,1,東京都渋谷区,1,0
1,,0,10:00〜19:00　<BR>※休憩６０分。<BR>※１日４Ｈ以上で就業時間の相談可能です。,0,0,1,東京都渋谷区,1,0
0,,1,9:30〜16:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都板橋区,3,0
0,,1,9:30〜16:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都板橋区,3,0
0,,1,8:50〜16:50　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,5,1
0,,1,8:50〜16:50　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,5,1
0,,0,9:00〜17:30　<BR>※休憩４５分。<BR>※９時半や１０時始業もご相談可能です。,0,0,1,東京都江東区,1,1
0,,0,9:00〜17:30　<BR>※休憩４５分。<BR>※９時半や１０時始業もご相談可能です。,0,0,1,東京都江東区,1,1
0,契約社員,0,8:30〜17:00　<BR>※休憩は６０分です。,1,0,0,東京都港区,5,1
0,契約社員,0,8:30〜17:00　<BR>※休憩は６０分です。,1,0,0,東京都港区,5,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都渋谷区,1,1
0,,0,9:00〜17:45　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都品川区,3,1
0,,0,9:00〜17:45　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都品川区,3,1
0,,1,9:30〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都港区,4,1
0,,1,10:00〜18:00　<BR>※休憩６０分。９〜１０時始業／１８時〜１８時半終業も相談可。,0,0,0,東京都品川区,5,1
1,,0,10:00〜18:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,1,0
1,,0,10:00〜18:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,1,0
0,,1,10:00〜18:00　<BR>※休憩は６０分です。<BR>※１０時〜１７時の勤務も相談可能です。,0,0,0,東京都港区,1,0
0,,0,9:30〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都港区,5,1
0,,0,9:30〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都港区,5,1
0,,1,10:00〜16:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都中央区,5,0
0,,1,10:00〜16:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都中央区,5,0
0,,0,9:00〜17:45　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都文京区,1,1
0,,0,9:00〜17:45　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都文京区,1,1
0,,1,10:00〜17:00　<BR>※休憩６０分。<BR>※９：００〜１８：００のフルも相談可能です。,0,0,0,東京都港区,2,0
0,,1,9:00〜16:00　<BR>※休憩６０分。<BR>※１６時半・１７時半終業も相談可能です。,0,0,0,東京都新宿区,5,0
0,,1,10:00〜17:00　<BR>※休憩６０分。<BR>※１０：００〜１６：００の勤務も相談可能です。,0,0,0,東京都千代田区,1,1
0,,1,10:00〜17:00　<BR>※休憩６０分。<BR>※１０：００〜１６：００の勤務も相談可能です。,0,0,0,東京都千代田区,1,1
1,,1,10:00〜15:00　<BR>※休憩は６０分。<BR>※実働４時間以上で相談可能です。,0,0,0,東京都中央区,1,0
1,,1,10:00〜15:00　<BR>※休憩は６０分。<BR>※実働４時間以上で相談可能です。,0,0,0,東京都中央区,1,0
0,,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都渋谷区,2,1
0,,0,8:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都渋谷区,2,1
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都江東区,1,0
1,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都千代田区,1,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は４５分です。,0,0,0,東京都目黒区,2,1
0,正社員,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,1,0,東京都千代田区,3,1
0,正社員,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,1,0,東京都千代田区,3,1
0,,0,10:00〜19:00　<BR>※残業は月５〜１５時間程度と少なめです。<BR>※休憩は６０分です。,0,0,1,東京都品川区,5,1
0,,0,9:00〜18:00　<BR>※休憩は６０分。<BR>※９時半〜１８時／９〜１６時勤務も相談可能。,0,0,0,東京都港区,1,1
0,,0,9:00〜18:00　<BR>※残業は月１５〜２０時間と少なめ。<BR>※休憩は６０分です。,0,0,1,東京都新宿区,2,1
0,,0,9:00〜17:30　<BR>※休憩は４５分です。,0,0,0,東京都目黒区,4,1
0,,0,9:00〜17:30　<BR>※休憩は４５分です。,0,0,0,東京都目黒区,4,1
1,,0,9:00〜17:30　<BR>※休憩は６０分です。,0,0,0,東京都千代田区,1,1
1,,0,8:45〜17:30　<BR>※休憩は６０分です。,0,0,0,東京都稲城市,2,1
1,,0,8:45〜17:30　<BR>※休憩は６０分です。,0,0,0,東京都稲城市,2,1
0,,1,9:00〜16:00　<BR>※休憩は５０分です。<BR>※１７時４５分終業も相談可能です。,0,0,0,東京都中野区,5,0
0,,1,10:00〜16:00　<BR>※休憩６０分。<BR>※１０時〜１９時内で就業時間の相談可能です。,0,0,0,東京都港区,1,0
0,,1,10:00〜16:00　<BR>※休憩６０分。<BR>※１０時〜１９時内で就業時間の相談可能です。,0,0,0,東京都港区,1,0
0,正社員,1,8:00〜16:00　<BR>※休憩は６０分。<BR>※９：００〜１７：００の勤務も選べます。,1,1,0,東京都江東区,5,1
0,正社員,1,8:00〜16:00　<BR>※休憩は６０分。<BR>※９：００〜１７：００の勤務も選べます。,1,1,0,東京都江東区,5,1
0,,1,10:00〜17:00　<BR>※休憩６０分。<BR>※１０：００〜１８：００も相談可能です。,0,0,0,東京都千代田区,1,1
0,,1,10:00〜17:00　<BR>※休憩６０分。<BR>※１０：００〜１８：００も相談可能です。,0,0,0,東京都千代田区,1,1
1,,1,9:00〜17:00　<BR>※残業は月１０〜１５時間程度と少なめ。<BR>※休憩は６０分です。,0,0,1,東京都中央区,1,1
1,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は４５分です。,0,0,0,東京都台東区,2,1
1,,0,10:00〜18:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,1,1
1,,0,10:00〜18:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,1,1
0,,1,10:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都港区,1,0
0,,1,10:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都文京区,2,1
0,,1,10:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都文京区,2,1
0,,1,10:00〜16:00　<BR>※休憩は６０分。<BR>※９：００〜１７：３０の勤務も相談可能です。,0,0,0,東京都千代田区,4,0
0,,1,10:00〜16:00　<BR>※休憩は６０分。<BR>※９：００〜１７：３０の勤務も相談可能です。,0,0,0,東京都千代田区,4,0
1,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都目黒区,1,1
1,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都目黒区,1,1
1,,0,10:00〜19:00　<BR>※休憩は６０分。<BR>※１４時〜２２時の勤務も選べます。,0,0,0,東京都渋谷区,5,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都中央区,2,1
0,,1,10:00〜17:00　<BR>※休憩は６０分です。<BR>※１８時終業も相談可能です。,0,0,0,東京都渋谷区,4,0
0,,1,10:00〜17:00　<BR>※休憩は６０分です。<BR>※１８時終業も相談可能です。,0,0,0,東京都渋谷区,4,0
0,契約社員,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,0,0,東京都千代田区,1,1
0,契約社員,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,1,0,0,東京都千代田区,1,1
0,,0,8:30〜17:30　<BR>※休憩は６０分。<BR>※９時始業や１７時終業も相談可能です。,0,0,1,東京都中野区,4,1
0,,1,9:00〜17:00　<BR>※残業は月１５時間以下と少なめです。<BR>※休憩は６０分です。,0,0,1,東京都港区,5,1
0,,1,9:00〜17:00　<BR>※残業は月１５時間以下と少なめです。<BR>※休憩は６０分です。,0,0,1,東京都港区,5,1
0,契約社員,0,9:00〜17:30　<BR>※残業は月１０〜１５時間と少なめ。<BR>※休憩は６０分です。,1,0,1,東京都千代田区,5,1
0,契約社員,0,9:00〜17:30　<BR>※残業は月１０〜１５時間と少なめ。<BR>※休憩は６０分です。,1,0,1,東京都千代田区,5,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,1,1
0,,1,10:00〜17:10　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都千代田区,2,0
0,,1,10:00〜17:10　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都千代田区,2,0
0,,1,9:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都江東区,2,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都渋谷区,1,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都渋谷区,1,1
0,正社員,0,9:15〜18:00　<BR>※残業は月１０〜２０時間程度と少なめ。<BR>※休憩は６０分です。,1,1,1,東京都中央区,2,1
0,正社員,0,9:15〜18:00　<BR>※残業は月１０〜２０時間程度と少なめ。<BR>※休憩は６０分です。,1,1,1,東京都中央区,2,1
0,,1,10:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,5,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都江東区,1,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都江東区,1,1
0,,0,9:30〜18:30　<BR>※休憩は６０分です。<BR>※９時半〜１６時半の勤務も相談可。,0,0,1,東京都渋谷区,4,1
0,,0,9:30〜18:30　<BR>※休憩は６０分です。<BR>※９時半〜１６時半の勤務も相談可。,0,0,1,東京都渋谷区,4,1
1,,0,9:00〜18:00　<BR>※残業は月２０時間程度と少なめです。<BR>※休憩は６０分です。,0,0,1,東京都中野区,5,1
1,,0,9:00〜18:00　<BR>※残業は月２０時間程度と少なめです。<BR>※休憩は６０分です。,0,0,1,東京都中野区,5,1
1,契約社員,0,9:00〜18:00　<BR>※休憩は６０分です。,1,0,0,東京都渋谷区,1,1
1,契約社員,0,9:00〜18:00　<BR>※休憩は６０分です。,1,0,0,東京都渋谷区,1,1
0,,1,10:00〜16:00　<BR>※休憩は４５分です。９時〜１７時４５分勤務もご相談可能です。,0,0,0,東京都品川区,4,0
1,,0,9:00〜17:45　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都港区,1,0
1,,0,8:30〜17:05　<BR>※残業は月１０〜２０時間程度と少なめ。<BR>※休憩は４５分です。,0,0,1,東京都千代田区,2,1
1,,0,8:30〜17:05　<BR>※残業は月１０〜２０時間程度と少なめ。<BR>※休憩は４５分です。,0,0,1,東京都千代田区,2,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都品川区,3,1
0,,0,10:00〜19:00　<BR>※休憩は６０分です。<BR>※１０時〜１８時の勤務もご相談可能です。,0,0,0,東京都品川区,3,1
0,,0,10:00〜19:00　<BR>※休憩は６０分です。<BR>※１０時〜１８時の勤務もご相談可能です。,0,0,0,東京都品川区,3,1
0,,1,10:00〜18:00　<BR>※休憩６０分。<BR>※１０：００〜１７：００も相談可能です。,0,0,0,東京都千代田区,1,1
0,,1,10:00〜18:00　<BR>※休憩６０分。<BR>※１０：００〜１７：００も相談可能です。,0,0,0,東京都千代田区,1,1
0,契約社員,0,9:00〜17:15　<BR>※残業は月１０〜２０時間程度と少なめ。<BR>※休憩は６０分です。,1,0,1,東京都港区,1,0
0,契約社員,0,9:00〜17:15　<BR>※残業は月１０〜２０時間程度と少なめ。<BR>※休憩は６０分です。,1,0,1,東京都港区,1,0
0,,1,10:00〜17:00　<BR>※休憩は６０分です。<BR>※１６時終業もＯＫです。,0,0,0,東京都中央区,3,1
0,,1,10:00〜17:00　<BR>※休憩は６０分です。<BR>※１６時終業もＯＫです。,0,0,0,東京都中央区,3,1
0,,1,10:00〜16:00　<BR>※休憩は６０分です。<BR>※残業はほとんどありません。,0,0,0,東京都新宿区,1,0
1,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,1,1
0,,0,9:30〜18:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,1,1
0,,0,9:30〜18:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,1,1
0,,1,9:30〜17:30　<BR>※休憩は６０分です。<BR>※９時〜１７時の勤務もＯＫです。,0,0,1,東京都目黒区,5,1
0,,1,9:30〜17:30　<BR>※休憩は６０分です。<BR>※９時〜１７時の勤務もＯＫです。,0,0,1,東京都目黒区,5,1
1,,0,7:00〜15:00　<BR>※残業はほとんどありません。<BR>※休憩は４５分です。,0,0,0,東京都台東区,5,1
0,,0,9:00〜18:00　<BR>※休憩は６０分です。,0,0,0,東京都千代田区,1,1
0,,1,10:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都港区,3,0
0,,1,10:00〜17:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都港区,3,0
0,,0,9:30〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都渋谷区,3,1
0,正社員,0,9:00〜18:00　<BR>※残業は月２０時間程度と少なめです。<BR>※休憩は６０分です。,1,1,1,東京都千代田区,1,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都渋谷区,1,1
0,,1,10:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,5,1
0,,1,10:00〜16:00　<BR>※休憩は６０分。<BR>※９時〜１６時・１７時勤務も相談可能です。,0,0,0,東京都台東区,3,0
0,,1,10:00〜16:00　<BR>※休憩は６０分。<BR>※９時〜１６時・１７時勤務も相談可能です。,0,0,0,東京都台東区,3,0
0,,0,9:00〜17:30　<BR>※残業は月１０〜２０時間と少なめです。<BR>※休憩は５０分です。,0,0,1,東京都品川区,1,1
0,,0,9:00〜17:30　<BR>※残業は月１０〜２０時間と少なめです。<BR>※休憩は５０分です。,0,0,1,東京都品川区,1,1
1,,0,9:00〜17:30　<BR>※休憩は４５分です。,0,0,0,東京都江東区,5,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都江東区,3,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都江東区,3,1
0,,0,10:00〜20:30　<BR>※シフト制で表記のうち実働７時間（休憩６０分）です。,0,0,0,東京都港区,5,1
0,,0,10:00〜20:30　<BR>※シフト制で表記のうち実働７時間（休憩６０分）です。,0,0,0,東京都港区,5,1
0,,0,9:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都目黒区,5,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,1,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,1,1
0,,1,9:00〜17:00　<BR>※休憩６０分。<BR>※８：３０〜１７：００の勤務も選べます。,0,0,0,東京都豊島区,1,0
0,,1,9:00〜17:00　<BR>※休憩６０分。<BR>※８：３０〜１７：００の勤務も選べます。,0,0,0,東京都豊島区,1,0
0,,0,9:00〜17:45　<BR>※残業は月１０〜１５時間程度と少なめ。休憩は交替制で６０分。,0,0,1,東京都中野区,5,1
0,,0,9:30〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都中央区,1,1
0,,0,9:30〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都中央区,1,1
1,,0,9:30〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都中央区,5,1
1,,0,9:30〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都中央区,5,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は計７５分です。,0,0,0,東京都台東区,4,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は計７５分です。,0,0,0,東京都台東区,4,1
0,,1,9:00〜17:00　<BR>※休憩６０分。<BR>※９時半始業や１８時終業も相談可能です。,0,0,0,東京都江東区,1,1
0,,1,9:00〜17:00　<BR>※休憩６０分。<BR>※９時半始業や１８時終業も相談可能です。,0,0,0,東京都江東区,1,1
0,,0,10:00〜19:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,2,1
0,,0,10:00〜19:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,2,1
0,,1,9:00〜17:00　<BR>※休憩は６０分です。,0,0,0,東京都千代田区,3,1
0,,0,9:30〜17:45　<BR>※残業は月１５時間程度と少なめです。<BR>※休憩は６０分です。,0,0,1,東京都練馬区,5,1
0,,0,9:30〜17:45　<BR>※残業は月１５時間程度と少なめです。<BR>※休憩は６０分です。,0,0,1,東京都練馬区,5,1
0,,0,9:00〜18:15　<BR>※残業はほとんどありません。<BR>※休憩は計７５分です。,0,0,0,東京都港区,1,0
0,,0,9:00〜18:15　<BR>※残業はほとんどありません。<BR>※休憩は計７５分です。,0,0,0,東京都港区,1,0
1,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都千代田区,3,0
1,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都千代田区,3,0
1,,0,9:00〜17:30　<BR>※休憩は４５分です。,0,0,0,東京都江東区,1,1
1,,0,9:00〜17:30　<BR>※休憩は４５分です。,0,0,0,東京都江東区,1,1
0,,0,9:00〜18:00　<BR>※残業は月２０時間程度と少なめです。<BR>※休憩は６０分です。,0,0,1,東京都港区,5,1
0,,0,9:00〜17:30　<BR>※残業は月１０〜２０時間と少なめです。<BR>※休憩は６０分です。,0,0,1,東京都新宿区,5,0
0,,0,9:00〜17:30　<BR>※残業は月１０〜２０時間と少なめです。<BR>※休憩は６０分です。,0,0,1,東京都新宿区,5,0
0,,1,9:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都千代田区,1,1
0,,1,9:30〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都千代田区,1,1
0,,0,9:00〜18:00　<BR>※休憩は６０分です。<BR>※１０〜１７時の勤務も相談可能です。,0,0,0,東京都新宿区,3,1
0,,0,9:00〜18:00　<BR>※休憩は６０分です。<BR>※１０〜１７時の勤務も相談可能です。,0,0,0,東京都新宿区,3,1
0,,1,10:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都江東区,2,1
0,,1,10:00〜18:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都江東区,2,1
0,,0,9:00〜17:30　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都中央区,4,0
1,,0,10:00〜18:15　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都江東区,2,1
0,,1,10:00〜16:00　<BR>※休憩６０分。<BR>※９時〜１７時など就業時間の相談可能です。,0,0,0,東京都千代田区,4,0
0,,1,10:00〜16:00　<BR>※休憩６０分。<BR>※９時〜１７時など就業時間の相談可能です。,0,0,0,東京都千代田区,4,0
0,,0,10:00〜19:00　<BR>※休憩は６０分です。<BR>※１０時〜１７時の勤務も相談可能です。,0,0,0,東京都新宿区,2,1
0,,0,10:00〜19:00　<BR>※休憩は６０分です。<BR>※１０時〜１７時の勤務も相談可能です。,0,0,0,東京都新宿区,2,1
1,,0,8:50〜17:10　<BR>※残業は月１０〜２０時間程度と少なめ。<BR>※休憩は６０分です。,0,0,1,東京都目黒区,1,0
0,,0,10:45〜19:15　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,5,1
0,,0,10:45〜19:15　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都新宿区,5,1
0,,1,10:00〜16:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都千代田区,1,1
0,,1,10:00〜16:00　<BR>※残業はほとんどありません。<BR>※休憩は６０分です。,0,0,0,東京都千代田区,1,1
